지역명,평당분양가격,월,연도
충남,8141.099999999999,6,2018.0
전북,7675.799999999999,6,2018.0
전남,7774.799999999999,6,2018.0
경북,8682.3,6,2018.0
경남,8893.5,6,2018.0
제주,12952.5,6,2018.0
서울,22506.0,7,2018.0
인천,11127.6,7,2018.0
경기,13041.6,7,2018.0
부산,13035.0,7,2018.0
대구,12249.6,7,2018.0
광주,9685.5,7,2018.0
대전,9698.7,7,2018.0
울산,10312.5,7,2018.0
세종,10332.3,7,2018.0
강원,7629.599999999999,7,2018.0
충북,7887.0,7,2018.0
충남,8141.099999999999,7,2018.0
전북,7698.9,7,2018.0
전남,7778.099999999999,7,2018.0
경북,8824.199999999999,7,2018.0
경남,8896.8,7,2018.0
제주,11002.2,7,2018.0
서울,22212.3,8,2018.0
인천,11031.9,8,2018.0
경기,13431.0,8,2018.0
부산,13107.6,8,2018.0
대구,12295.8,8,2018.0
광주,9685.5,8,2018.0
대전,9698.7,8,2018.0
울산,10312.5,8,2018.0
세종,10388.4,8,2018.0
강원,7669.2,8,2018.0
충북,7887.0,8,2018.0
충남,8071.799999999999,8,2018.0
전북,7626.299999999999,8,2018.0
전남,7778.099999999999,8,2018.0
경북,8589.9,8,2018.0
경남,8781.3,8,2018.0
제주,11002.2,8,2018.0
서울,23080.2,9,2018.0
인천,11031.9,9,2018.0
경기,13510.2,9,2018.0
부산,13497.0,9,2018.0
대구,12342.0,9,2018.0
광주,9672.3,9,2018.0
대전,11111.1,9,2018.0
울산,10312.5,9,2018.0
세종,10388.4,9,2018.0
강원,7685.7,9,2018.0
충북,7867.2,9,2018.0
충남,8071.799999999999,9,2018.0
전북,7626.299999999999,9,2018.0
전남,7761.599999999999,9,2018.0
경북,8721.9,9,2018.0
경남,9061.8,9,2018.0
제주,11002.2,9,2018.0
서울,24347.4,10,2018.0
인천,11352.0,10,2018.0
경기,13648.8,10,2018.0
부산,13318.8,10,2018.0
대구,12536.7,10,2018.0
광주,10045.2,10,2018.0
대전,11055.0,10,2018.0
울산,9537.0,10,2018.0
세종,10388.4,10,2018.0
강원,7778.099999999999,10,2018.0
충북,7867.2,10,2018.0
충남,8071.799999999999,10,2018.0
전북,7659.299999999999,10,2018.0
전남,7788.0,10,2018.0
경북,8662.5,10,2018.0
경남,9223.5,10,2018.0
제주,11002.2,10,2018.0
서울,24317.7,11,2018.0
인천,11724.9,11,2018.0
경기,13698.3,11,2018.0
부산,13332.0,11,2018.0
대구,12622.5,11,2018.0
광주,10563.3,11,2018.0
대전,11055.0,11,2018.0
울산,9537.0,11,2018.0
세종,10388.4,11,2018.0
강원,7873.799999999999,11,2018.0
충북,7811.099999999999,11,2018.0
충남,7989.299999999999,11,2018.0
전북,7731.9,11,2018.0
전남,7715.4,11,2018.0
경북,8847.3,11,2018.0
경남,9230.1,11,2018.0
제주,10936.2,11,2018.0
서울,24413.4,12,2018.0
인천,11708.4,12,2018.0
경기,13777.5,12,2018.0
부산,13424.4,12,2018.0
대구,12952.5,12,2018.0
광주,10837.2,12,2018.0
대전,12012.0,12,2018.0
울산,10312.5,12,2018.0
세종,10081.5,12,2018.0
강원,7675.799999999999,12,2018.0
충북,7811.099999999999,12,2018.0
충남,7969.5,12,2018.0
전북,7854.0,12,2018.0
전남,7883.7,12,2018.0
경북,8847.3,12,2018.0
경남,9675.6,12,2018.0
제주,11299.2,12,2018.0
서울,25080.0,1,2019.0
인천,11823.9,1,2019.0
경기,14051.4,1,2019.0
부산,13424.4,1,2019.0
대구,13143.9,1,2019.0
광주,10926.3,1,2019.0
대전,12173.7,1,2019.0
울산,10362.0,1,2019.0
세종,10081.5,1,2019.0
강원,7784.7,1,2019.0
충북,7811.099999999999,1,2019.0
충남,8127.9,1,2019.0
전북,7854.0,1,2019.0
전남,7966.2,1,2019.0
경북,8705.4,1,2019.0
경남,9675.6,1,2019.0
제주,11299.2,1,2019.0
서울,25169.1,2,2019.0
인천,11847.0,2,2019.0
경기,14044.8,2,2019.0
부산,13424.4,2,2019.0
대구,13160.4,2,2019.0
광주,10926.3,2,2019.0
대전,12173.7,2,2019.0
울산,10362.0,2,2019.0
세종,10081.5,2,2019.0
강원,7784.7,2,2019.0
충북,7550.4,2,2019.0
충남,8484.3,2,2019.0
전북,7873.799999999999,2,2019.0
전남,7959.599999999999,2,2019.0
경북,8751.6,2,2019.0
경남,9675.6,2,2019.0
제주,11299.2,2,2019.0
서울,25647.6,3,2019.0
인천,12150.6,3,2019.0
경기,14417.7,3,2019.0
부산,13424.4,3,2019.0
대구,13117.5,3,2019.0
광주,10926.3,3,2019.0
대전,11913.0,3,2019.0
울산,10362.0,3,2019.0
세종,10081.5,3,2019.0
강원,7936.5,3,2019.0
충북,7560.299999999999,3,2019.0
충남,8570.1,3,2019.0
전북,8091.599999999999,3,2019.0
전남,7880.4,3,2019.0
경북,8741.699999999999,3,2019.0
경남,9494.1,3,2019.0
제주,11299.2,3,2019.0
서울,25687.2,4,2019.0
인천,12150.6,4,2019.0
경기,14556.3,4,2019.0
부산,12959.1,4,2019.0
대구,13249.5,4,2019.0
광주,10932.9,4,2019.0
대전,11820.6,4,2019.0
울산,10362.0,4,2019.0
세종,11411.4,4,2019.0
강원,8362.199999999999,4,2019.0
충북,7596.599999999999,4,2019.0
충남,8609.699999999999,4,2019.0
전북,7953.0,4,2019.0
전남,7623.0,4,2019.0
경북,8642.699999999999,4,2019.0
경남,9348.9,4,2019.0
제주,11355.3,4,2019.0
서울,25693.8,5,2019.0
인천,12807.3,5,2019.0
경기,14358.3,5,2019.0
부산,12949.2,5,2019.0
대구,13579.5,5,2019.0
광주,11602.8,5,2019.0
대전,11820.6,5,2019.0
울산,10362.0,5,2019.0
세종,11411.4,5,2019.0
강원,8236.8,5,2019.0
충북,7580.099999999999,5,2019.0
충남,8916.6,5,2019.0
전북,8147.7,5,2019.0
전남,7484.4,5,2019.0
경북,8378.699999999999,5,2019.0
경남,9705.3,5,2019.0
제주,11355.3,5,2019.0
서울,26730.0,6,2019.0
인천,12827.1,6,2019.0
경기,14952.3,6,2019.0
부산,12889.8,6,2019.0
대구,13747.8,6,2019.0
광주,11863.5,6,2019.0
대전,11470.8,6,2019.0
울산,10362.0,6,2019.0
세종,11411.4,6,2019.0
강원,8276.4,6,2019.0
충북,7679.099999999999,6,2019.0
충남,8639.4,6,2019.0
전북,8147.7,6,2019.0
전남,7656.0,6,2019.0
경북,8378.699999999999,6,2019.0
경남,9791.1,6,2019.0
제주,12355.2,6,2019.0
서울,26621.1,7,2019.0
인천,12827.1,7,2019.0
경기,14147.1,7,2019.0
부산,12777.6,7,2019.0
대구,14180.1,7,2019.0
광주,12381.6,7,2019.0
대전,11474.1,7,2019.0
울산,10362.0,7,2019.0
세종,11411.4,7,2019.0
강원,8220.3,7,2019.0
충북,7557.0,7,2019.0
충남,8811.0,7,2019.0
전북,8210.4,7,2019.0
전남,7722.0,7,2019.0
경북,8378.699999999999,7,2019.0
경남,9791.1,7,2019.0
제주,12767.7,7,2019.0
서울,26706.9,8,2019.0
인천,13005.3,8,2019.0
경기,14331.9,8,2019.0
부산,12972.3,8,2019.0
대구,14239.5,8,2019.0
광주,12279.3,8,2019.0
대전,11170.5,8,2019.0
울산,10362.0,8,2019.0
세종,11411.4,8,2019.0
강원,8223.6,8,2019.0
충북,7388.7,8,2019.0
충남,8715.3,8,2019.0
전북,8679.0,8,2019.0
전남,7735.2,8,2019.0
경북,8682.3,8,2019.0
경남,9824.1,8,2019.0
제주,12767.7,8,2019.0
서울,26680.5,9,2019.0
인천,13005.3,9,2019.0
경기,14655.3,9,2019.0
부산,13275.9,9,2019.0
대구,14381.4,9,2019.0
광주,12279.3,9,2019.0
대전,11358.6,9,2019.0
울산,8992.5,9,2019.0
세종,11411.4,9,2019.0
강원,8190.599999999999,9,2019.0
충북,7467.9,9,2019.0
충남,8523.9,9,2019.0
전북,8679.0,9,2019.0
전남,8187.299999999999,9,2019.0
경북,8771.4,9,2019.0
경남,9883.5,9,2019.0
제주,12767.7,9,2019.0
서울,26700.3,10,2019.0
인천,13025.1,10,2019.0
경기,14589.3,10,2019.0
부산,13332.0,10,2019.0
대구,14536.5,10,2019.0
광주,12444.3,10,2019.0
대전,11985.6,10,2019.0
울산,10362.0,10,2019.0
세종,11411.4,10,2019.0
강원,8118.0,10,2019.0
충북,7497.599999999999,10,2019.0
충남,8586.6,10,2019.0
전북,8434.8,10,2019.0
전남,8230.199999999999,10,2019.0
경북,9616.2,10,2019.0
경남,10589.7,10,2019.0
제주,12767.7,10,2019.0
서울,26604.6,11,2019.0
인천,12942.6,11,2019.0
경기,14694.9,11,2019.0
부산,13150.5,11,2019.0
대구,14460.6,11,2019.0
광주,12658.8,11,2019.0
대전,11985.6,11,2019.0
울산,10362.0,11,2019.0
세종,11411.4,11,2019.0
강원,8283.0,11,2019.0
충북,7599.9,11,2019.0
충남,8586.6,11,2019.0
전북,8144.4,11,2019.0
전남,8292.9,11,2019.0
경북,9616.2,11,2019.0
경남,10563.3,11,2019.0
제주,12810.6,11,2019.0
서울,26251.5,12,2019.0
인천,13206.6,12,2019.0
경기,14826.9,12,2019.0
부산,12817.2,12,2019.0
대구,14427.6,12,2019.0
광주,12652.2,12,2019.0
대전,11985.6,12,2019.0
울산,10371.9,12,2019.0
세종,11411.4,12,2019.0
강원,8283.0,12,2019.0
충북,7606.5,12,2019.0
충남,8712.0,12,2019.0
전북,8144.4,12,2019.0
전남,8091.599999999999,12,2019.0
경북,9616.2,12,2019.0
경남,10107.9,12,2019.0
제주,12810.6,12,2019.0
서울,26799.3,1,2020.0
인천,13216.5,1,2020.0
경기,14859.9,1,2020.0
부산,12817.2,1,2020.0
대구,14586.0,1,2020.0
광주,12681.9,1,2020.0
대전,11985.6,1,2020.0
울산,10371.9,1,2020.0
세종,11411.4,1,2020.0
강원,8207.1,1,2020.0
충북,7606.5,1,2020.0
충남,8712.0,1,2020.0
전북,8144.4,1,2020.0
전남,8200.5,1,2020.0
경북,10144.2,1,2020.0
경남,10107.9,1,2020.0
제주,13051.5,1,2020.0
서울,26307.6,2,2020.0
인천,13477.2,2,2020.0
경기,14856.6,2,2020.0
부산,12949.2,2,2020.0
대구,14586.0,2,2020.0
광주,12681.9,2,2020.0
대전,11985.6,2,2020.0
울산,10371.9,2,2020.0
세종,11411.4,2,2020.0
강원,8325.9,2,2020.0
충북,7903.5,2,2020.0
충남,8593.199999999999,2,2020.0
전북,8144.4,2,2020.0
전남,8269.8,2,2020.0
경북,8431.5,2,2020.0
경남,10107.9,2,2020.0
제주,13051.5,2,2020.0
서울,26495.7,3,2020.0
인천,14058.0,3,2020.0
경기,14770.8,3,2020.0
부산,13035.0,3,2020.0
대구,14843.4,3,2020.0
광주,12681.9,3,2020.0
대전,11226.6,3,2020.0
울산,10371.9,3,2020.0
세종,11411.4,3,2020.0
강원,8144.4,3,2020.0
충북,7920.0,3,2020.0
충남,8606.4,3,2020.0
전북,8144.4,3,2020.0
전남,8500.8,3,2020.0
경북,8431.5,3,2020.0
경남,9794.4,3,2020.0
제주,13051.5,3,2020.0
서울,26367.0,4,2020.0
인천,14067.9,4,2020.0
경기,15057.9,4,2020.0
부산,12896.4,4,2020.0
대구,15100.8,4,2020.0
광주,12685.2,4,2020.0
대전,11074.8,4,2020.0
울산,10371.9,4,2020.0
세종,11355.3,4,2020.0
강원,8708.699999999999,4,2020.0
충북,7920.0,4,2020.0
충남,8708.699999999999,4,2020.0
전북,8259.9,4,2020.0
전남,8550.3,4,2020.0
경북,8807.699999999999,4,2020.0
경남,10404.9,4,2020.0
제주,13480.5,4,2020.0
서울,27030.3,5,2020.0
인천,14338.5,5,2020.0
경기,13942.5,5,2020.0
부산,13272.6,5,2020.0
대구,15335.1,5,2020.0
광주,12648.9,5,2020.0
대전,11008.8,5,2020.0
울산,10969.2,5,2020.0
세종,11355.3,5,2020.0
강원,8784.6,5,2020.0
충북,7936.5,5,2020.0
충남,8735.1,5,2020.0
전북,8184.0,5,2020.0
전남,8576.699999999999,5,2020.0
경북,8807.699999999999,5,2020.0
경남,9969.3,5,2020.0
제주,14902.8,5,2020.0
서울,27558.3,6,2020.0
인천,14661.9,6,2020.0
경기,13586.1,6,2020.0
부산,13272.6,6,2020.0
대구,15173.4,6,2020.0
광주,12599.4,6,2020.0
대전,11246.4,6,2020.0
울산,12371.7,6,2020.0
세종,11355.3,6,2020.0
강원,9084.9,6,2020.0
충북,7949.7,6,2020.0
충남,8847.3,6,2020.0
전북,8259.9,6,2020.0
전남,8566.8,6,2020.0
경북,8807.699999999999,6,2020.0
경남,10329.0,6,2020.0
제주,14922.6,6,2020.0
서울,26763.0,7,2020.0
인천,14635.5,7,2020.0
경기,14322.0,7,2020.0
부산,13467.3,7,2020.0
대구,15312.0,7,2020.0
광주,12688.5,7,2020.0
대전,11051.7,7,2020.0
울산,12790.8,7,2020.0
세종,11355.3,7,2020.0
강원,9457.8,7,2020.0
충북,7949.7,7,2020.0
충남,8936.4,7,2020.0
전북,8190.599999999999,7,2020.0
전남,8553.6,7,2020.0
경북,9744.9,7,2020.0
경남,10276.2,7,2020.0
제주,15338.4,7,2020.0
서울,26723.4,8,2020.0
인천,15318.6,8,2020.0
경기,13972.2,8,2020.0
부산,13266.0,8,2020.0
대구,15292.2,8,2020.0
광주,12190.2,8,2020.0
대전,10982.4,8,2020.0
울산,13645.5,8,2020.0
세종,11355.3,8,2020.0
강원,9867.0,8,2020.0
충북,7929.9,8,2020.0
충남,8946.3,8,2020.0
전북,8190.599999999999,8,2020.0
전남,8873.699999999999,8,2020.0
경북,10216.8,8,2020.0
경남,10276.2,8,2020.0
제주,15338.4,8,2020.0
서울,26776.2,9,2020.0
인천,15318.6,9,2020.0
경기,14097.6,9,2020.0
부산,13266.0,9,2020.0
대구,15325.2,9,2020.0
광주,12282.6,9,2020.0
대전,10827.3,9,2020.0
울산,13734.6,9,2020.0
세종,11355.3,9,2020.0
강원,10322.4,9,2020.0
충북,7900.2,9,2020.0
충남,9015.6,9,2020.0
전북,8309.4,9,2020.0
전남,8853.9,9,2020.0
경북,10216.8,9,2020.0
경남,10276.2,9,2020.0
제주,15338.4,9,2020.0
서울,26660.7,10,2020.0
인천,15576.0,10,2020.0
경기,14341.8,10,2020.0
부산,13114.2,10,2020.0
대구,15404.4,10,2020.0
광주,12282.6,10,2020.0
대전,10579.8,10,2020.0
울산,13803.9,10,2020.0
세종,11299.2,10,2020.0
강원,10322.4,10,2020.0
충북,7893.599999999999,10,2020.0
충남,8880.3,10,2020.0
전북,8487.6,10,2020.0
전남,8969.4,10,2020.0
경북,10114.5,10,2020.0
경남,10253.1,10,2020.0
제주,15338.4,10,2020.0
서울,27172.2,11,2020.0
인천,15737.7,11,2020.0
경기,14318.7,11,2020.0
부산,13569.6,11,2020.0
대구,15457.2,11,2020.0
광주,12358.5,11,2020.0
대전,10579.8,11,2020.0
울산,13803.9,11,2020.0
세종,11299.2,11,2020.0
강원,10395.0,11,2020.0
충북,8078.4,11,2020.0
충남,9180.6,11,2020.0
전북,8679.0,11,2020.0
전남,9104.7,11,2020.0
경북,10470.9,11,2020.0
경남,10272.9,11,2020.0
제주,15338.4,11,2020.0
서울,28267.8,12,2020.0
인천,15681.6,12,2020.0
경기,14473.8,12,2020.0
부산,14044.8,12,2020.0
대구,15325.2,12,2020.0
광주,12219.9,12,2020.0
대전,10579.8,12,2020.0
울산,13827.0,12,2020.0
세종,11299.2,12,2020.0
강원,10355.4,12,2020.0
충북,8527.199999999999,12,2020.0
충남,9111.3,12,2020.0
전북,8811.0,12,2020.0
전남,9342.3,12,2020.0
경북,10345.5,12,2020.0
경남,9860.4,12,2020.0
제주,15338.4,12,2020.0
서울,28267.8,1,2021.0
인천,15602.4,1,2021.0
경기,14414.4,1,2021.0
부산,14038.2,1,2021.0
대구,15354.9,1,2021.0
광주,12906.3,1,2021.0
대전,10579.8,1,2021.0
울산,13787.4,1,2021.0
세종,12533.4,1,2021.0
강원,10355.4,1,2021.0
충북,8527.199999999999,1,2021.0
충남,9111.3,1,2021.0
전북,8708.699999999999,1,2021.0
전남,9329.1,1,2021.0
경북,10345.5,1,2021.0
경남,9860.4,1,2021.0
제주,17156.7,1,2021.0
서울,28182.0,2,2021.0
인천,15651.9,2,2021.0
경기,14460.6,2,2021.0
부산,14163.6,2,2021.0
대구,15328.5,2,2021.0
광주,13902.9,2,2021.0
대전,11358.6,2,2021.0
울산,13787.4,2,2021.0
세종,12533.4,2,2021.0
강원,10401.6,2,2021.0
충북,8606.4,2,2021.0
충남,9141.0,2,2021.0
전북,8718.6,2,2021.0
전남,9827.4,2,2021.0
경북,10107.9,2,2021.0
경남,10309.2,2,2021.0
제주,17156.7,2,2021.0
서울,28290.9,3,2021.0
인천,15717.9,3,2021.0
경기,14440.8,3,2021.0
부산,14163.6,3,2021.0
대구,15470.4,3,2021.0
광주,13919.4,3,2021.0
대전,11358.6,3,2021.0
울산,13965.6,3,2021.0
세종,12533.4,3,2021.0
강원,9576.6,3,2021.0
충북,8619.6,3,2021.0
충남,9124.5,3,2021.0
전북,8718.6,3,2021.0
전남,9909.9,3,2021.0
경북,10107.9,3,2021.0
경남,10404.9,3,2021.0
제주,23756.7,3,2021.0
서울,28135.8,4,2021.0
인천,15549.6,4,2021.0
경기,14364.9,4,2021.0
부산,14427.6,4,2021.0
대구,15536.4,4,2021.0
광주,13919.4,4,2021.0
대전,11484.0,4,2021.0
울산,14312.1,4,2021.0
세종,12533.4,4,2021.0
강원,9504.0,4,2021.0
충북,8586.6,4,2021.0
충남,9170.7,4,2021.0
전북,8761.5,4,2021.0
전남,9669.0,4,2021.0
경북,10190.4,4,2021.0
경남,10296.0,4,2021.0
제주,23756.7,4,2021.0
서울,28597.8,5,2021.0
인천,15189.9,5,2021.0
경기,13982.1,5,2021.0
부산,14579.4,5,2021.0
대구,15519.9,5,2021.0
광주,13978.8,5,2021.0
대전,12213.3,5,2021.0
울산,14586.0,5,2021.0
세종,12533.4,5,2021.0
강원,9454.5,5,2021.0
충북,8586.6,5,2021.0
충남,9177.3,5,2021.0
전북,8853.9,5,2021.0
전남,9659.1,5,2021.0
경북,9989.1,5,2021.0
경남,10197.0,5,2021.0
제주,24783.0,5,2021.0
서울,29142.3,6,2021.0
인천,14883.0,6,2021.0
경기,13797.3,6,2021.0
부산,14539.8,6,2021.0
대구,15496.8,6,2021.0
광주,14173.5,6,2021.0
대전,12196.8,6,2021.0
울산,14701.5,6,2021.0
세종,12533.4,6,2021.0
강원,9639.3,6,2021.0
충북,8669.1,6,2021.0
충남,9266.4,6,2021.0
전북,8814.3,6,2021.0
전남,10074.9,6,2021.0
경북,10061.7,6,2021.0
경남,10230.0,6,2021.0
제주,24783.0,6,2021.0
서울,30396.3,7,2021.0
인천,14859.9,7,2021.0
경기,13688.4,7,2021.0
부산,14493.6,7,2021.0
대구,15467.1,7,2021.0
광주,14163.6,7,2021.0
대전,12196.8,7,2021.0
울산,14747.7,7,2021.0
세종,12553.2,7,2021.0
강원,9253.2,7,2021.0
충북,8685.6,7,2021.0
충남,9345.6,7,2021.0
전북,8893.5,7,2021.0
전남,10249.8,7,2021.0
경북,10602.9,7,2021.0
경남,10665.6,7,2021.0
제주,27574.8,7,2021.0
서울,31346.7,8,2021.0
인천,14239.5,8,2021.0
경기,13747.8,8,2021.0
부산,14381.4,8,2021.0
대구,15536.4,8,2021.0
광주,14160.3,8,2021.0
대전,12196.8,8,2021.0
울산,14364.9,8,2021.0
세종,12553.2,8,2021.0
강원,9253.2,8,2021.0
충북,8698.8,8,2021.0
충남,9500.7,8,2021.0
전북,8877.0,8,2021.0
전남,10490.7,8,2021.0
경북,10602.9,8,2021.0
경남,10642.5,8,2021.0
제주,27574.8,8,2021.0
서울,31353.3,9,2021.0
인천,14239.5,9,2021.0
경기,13949.1,9,2021.0
부산,14381.4,9,2021.0
대구,15675.0,9,2021.0
광주,14315.4,9,2021.0
대전,12266.1,9,2021.0
울산,14199.9,9,2021.0
세종,12553.2,9,2021.0
강원,9428.1,9,2021.0
충북,8731.8,9,2021.0
충남,9543.6,9,2021.0
전북,8715.3,9,2021.0
전남,10487.4,9,2021.0
경북,10345.5,9,2021.0
경남,10873.5,9,2021.0
제주,27574.8,9,2021.0
서울,31884.6,10,2021.0
인천,14242.8,10,2021.0
경기,13866.6,10,2021.0
부산,14586.0,10,2021.0
대구,15582.6,10,2021.0
광주,14094.3,10,2021.0
대전,12351.9,10,2021.0
울산,14199.9,10,2021.0
세종,12767.7,10,2021.0
강원,9804.3,10,2021.0
충북,8731.8,10,2021.0
충남,9629.4,10,2021.0
전북,8860.5,10,2021.0
전남,9886.8,10,2021.0
경북,10332.3,10,2021.0
경남,10969.2,10,2021.0
제주,22638.0,10,2021.0
서울,32841.6,11,2021.0
인천,14704.8,11,2021.0
경기,14774.1,11,2021.0
부산,15226.2,11,2021.0
대구,15721.2,11,2021.0
광주,14180.1,11,2021.0
대전,12351.9,11,2021.0
울산,14199.9,11,2021.0
세종,12767.7,11,2021.0
강원,9929.7,11,2021.0
충북,8725.199999999999,11,2021.0
충남,9471.0,11,2021.0
전북,8976.0,11,2021.0
전남,9764.7,11,2021.0
경북,10434.6,11,2021.0
경남,10692.0,11,2021.0
제주,22638.0,11,2021.0
서울,32943.9,12,2021.0
인천,15018.3,12,2021.0
경기,14711.4,12,2021.0
부산,16767.3,12,2021.0
대구,16008.3,12,2021.0
광주,14536.5,12,2021.0
대전,12414.6,12,2021.0
울산,14447.4,12,2021.0
세종,12338.7,12,2021.0
강원,10002.3,12,2021.0
충북,9005.699999999999,12,2021.0
충남,9665.7,12,2021.0
전북,9164.1,12,2021.0
전남,9543.6,12,2021.0
경북,10880.1,12,2021.0
경남,10919.7,12,2021.0
제주,21694.2,12,2021.0
서울,31620.6,1,2022.0
인천,15265.8,1,2022.0
경기,15071.1,1,2022.0
부산,16945.5,1,2022.0
대구,15981.9,1,2022.0
광주,14576.1,1,2022.0
대전,13157.1,1,2022.0
울산,14671.8,1,2022.0
세종,11926.2,1,2022.0
강원,10002.3,1,2022.0
충북,9075.0,1,2022.0
충남,9834.0,1,2022.0
전북,9378.6,1,2022.0
전남,9890.1,1,2022.0
경북,10880.1,1,2022.0
경남,10936.2,1,2022.0
제주,21694.2,1,2022.0
서울,32396.1,2,2022.0
인천,15219.6,2,2022.0
경기,15724.5,2,2022.0
부산,17120.399999999998,2,2022.0
대구,16397.7,2,2022.0
광주,14572.8,2,2022.0
대전,13226.4,2,2022.0
울산,14671.8,2,2022.0
세종,11926.2,2,2022.0
강원,10131.0,2,2022.0
충북,9042.0,2,2022.0
충남,9837.3,2,2022.0
전북,9454.5,2,2022.0
전남,10124.4,2,2022.0
경북,11282.7,2,2022.0
경남,11048.4,2,2022.0
제주,21093.6,2,2022.0
서울,31835.1,3,2022.0
인천,15262.5,3,2022.0
경기,15793.8,3,2022.0
부산,16899.3,3,2022.0
대구,16424.1,3,2022.0
광주,14995.2,3,2022.0
대전,13226.4,3,2022.0
울산,15889.5,3,2022.0
세종,11926.2,3,2022.0
강원,10355.4,3,2022.0
충북,9028.8,3,2022.0
충남,10015.5,3,2022.0
전북,9434.7,3,2022.0
전남,10114.5,3,2022.0
경북,11282.7,3,2022.0
경남,11187.0,3,2022.0
제주,19239.0,3,2022.0
서울,32244.3,4,2022.0
인천,15671.7,4,2022.0
경기,15879.6,4,2022.0
부산,16899.3,4,2022.0
대구,16150.2,4,2022.0
광주,14995.2,4,2022.0
대전,13681.8,4,2022.0
울산,18225.9,4,2022.0
세종,11926.2,4,2022.0
강원,10503.9,4,2022.0
충북,9372.0,4,2022.0
충남,10041.9,4,2022.0
전북,9510.6,4,2022.0
전남,10233.3,4,2022.0
경북,11319.0,4,2022.0
경남,12021.9,4,2022.0
제주,19239.0,4,2022.0
서울,28215.0,5,2022.0
인천,15807.0,5,2022.0
경기,16031.4,5,2022.0
부산,17526.3,5,2022.0
대구,16047.9,5,2022.0
광주,14991.9,5,2022.0
대전,13714.8,5,2022.0
울산,18018.0,5,2022.0
세종,11926.2,5,2022.0
강원,10560.0,5,2022.0
충북,9682.2,5,2022.0
충남,10094.7,5,2022.0
전북,9537.0,5,2022.0
전남,10269.6,5,2022.0
경북,11738.1,5,2022.0
경남,12061.5,5,2022.0
제주,19239.0,5,2022.0
서울,28215.0,6,2022.0
인천,15899.4,6,2022.0
경기,16262.4,6,2022.0
